Ion = Helium      , Mass = 3.016
Tgt = Be (Solid), Density = 1.8 g/cm3
Stopping Units =  eV/(1E15 atoms/cm2)
1.286E+04   4.487E+00  2.088E-03 
1.287E+04   4.486E+00  2.088E-03 
1.287E+04   4.486E+00  2.087E-03 
1.287E+04   4.486E+00  2.087E-03 
1.287E+04   4.486E+00  2.087E-03 
1.287E+04   4.486E+00  2.087E-03 
1.287E+04   4.485E+00  2.087E-03 
1.287E+04   4.485E+00  2.087E-03 
1.287E+04   4.485E+00  2.087E-03 
1.287E+04   4.485E+00  2.087E-03 
1.287E+04   4.485E+00  2.087E-03 
1.287E+04   4.485E+00  2.087E-03 
1.287E+04   4.484E+00  2.087E-03 
1.287E+04   4.484E+00  2.086E-03 
1.287E+04   4.484E+00  2.086E-03 
1.287E+04   4.484E+00  2.086E-03 
1.288E+04   4.484E+00  2.086E-03 
1.288E+04   4.483E+00  2.086E-03 
1.288E+04   4.483E+00  2.086E-03 
1.288E+04   4.483E+00  2.086E-03 
1.288E+04   4.483E+00  2.086E-03 
1.288E+04   4.483E+00  2.086E-03 
1.288E+04   4.483E+00  2.086E-03 
1.288E+04   4.482E+00  2.085E-03 
1.288E+04   4.482E+00  2.085E-03 
1.288E+04   4.482E+00  2.085E-03 
1.288E+04   4.482E+00  2.085E-03 
1.288E+04   4.482E+00  2.085E-03 
1.288E+04   4.481E+00  2.085E-03 
1.288E+04   4.481E+00  2.085E-03 
1.288E+04   4.481E+00  2.085E-03 
1.289E+04   4.481E+00  2.085E-03 
1.289E+04   4.481E+00  2.085E-03 
1.289E+04   4.481E+00  2.085E-03 
1.289E+04   4.480E+00  2.084E-03 
1.289E+04   4.480E+00  2.084E-03 
1.289E+04   4.480E+00  2.084E-03 
1.289E+04   4.480E+00  2.084E-03 
1.289E+04   4.480E+00  2.084E-03 
1.289E+04   4.479E+00  2.084E-03 
1.289E+04   4.479E+00  2.084E-03 
1.289E+04   4.479E+00  2.084E-03 
1.289E+04   4.479E+00  2.084E-03 
1.289E+04   4.479E+00  2.084E-03 
1.289E+04   4.479E+00  2.083E-03 
1.289E+04   4.478E+00  2.083E-03 
1.289E+04   4.478E+00  2.083E-03 
1.290E+04   4.478E+00  2.083E-03 
1.290E+04   4.478E+00  2.083E-03 
1.290E+04   4.478E+00  2.083E-03 
1.290E+04   4.477E+00  2.083E-03 
1.290E+04   4.477E+00  2.083E-03 
1.290E+04   4.477E+00  2.083E-03 
1.290E+04   4.477E+00  2.083E-03 
1.290E+04   4.477E+00  2.083E-03 
1.290E+04   4.477E+00  2.082E-03 
1.290E+04   4.476E+00  2.082E-03 
1.290E+04   4.476E+00  2.082E-03 
1.290E+04   4.476E+00  2.082E-03 
1.290E+04   4.476E+00  2.082E-03 
1.290E+04   4.476E+00  2.082E-03 
1.290E+04   4.475E+00  2.082E-03 
1.291E+04   4.475E+00  2.082E-03 
1.291E+04   4.475E+00  2.082E-03 
1.291E+04   4.475E+00  2.082E-03 
1.291E+04   4.475E+00  2.082E-03 
1.291E+04   4.475E+00  2.081E-03 
1.291E+04   4.474E+00  2.081E-03 
1.291E+04   4.474E+00  2.081E-03 
1.291E+04   4.474E+00  2.081E-03 
1.291E+04   4.474E+00  2.081E-03 
1.291E+04   4.474E+00  2.081E-03 
1.291E+04   4.474E+00  2.081E-03 
1.291E+04   4.473E+00  2.081E-03 
1.291E+04   4.473E+00  2.081E-03 
1.291E+04   4.473E+00  2.081E-03 
1.291E+04   4.473E+00  2.080E-03 
1.292E+04   4.473E+00  2.080E-03 
1.292E+04   4.472E+00  2.080E-03 
1.292E+04   4.472E+00  2.080E-03 
1.292E+04   4.472E+00  2.080E-03 
1.292E+04   4.472E+00  2.080E-03 
1.292E+04   4.472E+00  2.080E-03 
1.292E+04   4.472E+00  2.080E-03 
1.292E+04   4.471E+00  2.080E-03 
1.292E+04   4.471E+00  2.080E-03 
1.292E+04   4.471E+00  2.080E-03 
1.292E+04   4.471E+00  2.079E-03 
1.292E+04   4.471E+00  2.079E-03 
1.292E+04   4.470E+00  2.079E-03 
1.292E+04   4.470E+00  2.079E-03 
1.292E+04   4.470E+00  2.079E-03 
1.293E+04   4.470E+00  2.079E-03 
1.293E+04   4.470E+00  2.079E-03 
1.293E+04   4.470E+00  2.079E-03 
1.293E+04   4.469E+00  2.079E-03 
1.293E+04   4.469E+00  2.079E-03 
1.293E+04   4.469E+00  2.078E-03 
1.293E+04   4.469E+00  2.078E-03 
1.293E+04   4.469E+00  2.078E-03 
1.293E+04   4.468E+00  2.078E-03 
1.293E+04   4.468E+00  2.078E-03 
1.293E+04   4.468E+00  2.078E-03 
1.293E+04   4.468E+00  2.078E-03 
1.293E+04   4.468E+00  2.078E-03 
1.293E+04   4.468E+00  2.078E-03 
1.293E+04   4.467E+00  2.078E-03 
1.293E+04   4.467E+00  2.078E-03 
1.294E+04   4.467E+00  2.077E-03 
1.294E+04   4.467E+00  2.077E-03 
1.294E+04   4.467E+00  2.077E-03 
1.294E+04   4.466E+00  2.077E-03 
1.294E+04   4.466E+00  2.077E-03 
1.294E+04   4.466E+00  2.077E-03 
1.294E+04   4.466E+00  2.077E-03 
1.294E+04   4.466E+00  2.077E-03 
1.294E+04   4.466E+00  2.077E-03 
1.294E+04   4.465E+00  2.077E-03 
1.294E+04   4.465E+00  2.076E-03 
1.294E+04   4.465E+00  2.076E-03 
1.294E+04   4.465E+00  2.076E-03 
1.294E+04   4.465E+00  2.076E-03 
1.294E+04   4.465E+00  2.076E-03 
1.295E+04   4.464E+00  2.076E-03 
1.295E+04   4.464E+00  2.076E-03 
1.295E+04   4.464E+00  2.076E-03 
1.295E+04   4.464E+00  2.076E-03 
1.295E+04   4.464E+00  2.076E-03 
1.295E+04   4.463E+00  2.076E-03 
1.295E+04   4.463E+00  2.075E-03 
1.295E+04   4.463E+00  2.075E-03 
1.295E+04   4.463E+00  2.075E-03 
1.295E+04   4.463E+00  2.075E-03 
1.295E+04   4.463E+00  2.075E-03 
1.295E+04   4.462E+00  2.075E-03 
1.295E+04   4.462E+00  2.075E-03 
1.295E+04   4.462E+00  2.075E-03 
1.295E+04   4.462E+00  2.075E-03 
1.296E+04   4.462E+00  2.075E-03 
1.296E+04   4.461E+00  2.075E-03 
1.296E+04   4.461E+00  2.074E-03 
1.296E+04   4.461E+00  2.074E-03 
1.296E+04   4.461E+00  2.074E-03 
1.296E+04   4.461E+00  2.074E-03 
1.296E+04   4.461E+00  2.074E-03 
1.296E+04   4.460E+00  2.074E-03 
1.296E+04   4.460E+00  2.074E-03 
1.296E+04   4.460E+00  2.074E-03 
1.296E+04   4.460E+00  2.074E-03 
1.296E+04   4.460E+00  2.074E-03 
1.296E+04   4.460E+00  2.073E-03 
1.296E+04   4.459E+00  2.073E-03 
1.296E+04   4.459E+00  2.073E-03 
1.296E+04   4.459E+00  2.073E-03 
1.297E+04   4.459E+00  2.073E-03 
1.297E+04   4.459E+00  2.073E-03 
1.297E+04   4.458E+00  2.073E-03 
1.297E+04   4.458E+00  2.073E-03 
1.297E+04   4.458E+00  2.073E-03 
1.297E+04   4.458E+00  2.073E-03 
1.297E+04   4.458E+00  2.073E-03 
1.297E+04   4.458E+00  2.072E-03 
1.297E+04   4.457E+00  2.072E-03 
1.297E+04   4.457E+00  2.072E-03 
1.297E+04   4.457E+00  2.072E-03 
1.297E+04   4.457E+00  2.072E-03 
1.297E+04   4.457E+00  2.072E-03 
1.297E+04   4.456E+00  2.072E-03 
1.297E+04   4.456E+00  2.072E-03 
1.298E+04   4.456E+00  2.072E-03 
1.298E+04   4.456E+00  2.072E-03 
1.298E+04   4.456E+00  2.072E-03 
1.298E+04   4.456E+00  2.071E-03 
1.298E+04   4.455E+00  2.071E-03 
1.298E+04   4.455E+00  2.071E-03 
1.298E+04   4.455E+00  2.071E-03 
1.298E+04   4.455E+00  2.071E-03 
1.298E+04   4.455E+00  2.071E-03 
1.298E+04   4.455E+00  2.071E-03 
1.298E+04   4.454E+00  2.071E-03 
1.298E+04   4.454E+00  2.071E-03 
1.298E+04   4.454E+00  2.071E-03 
1.298E+04   4.454E+00  2.070E-03 
1.298E+04   4.454E+00  2.070E-03 
1.299E+04   4.453E+00  2.070E-03 
1.299E+04   4.453E+00  2.070E-03 
1.299E+04   4.453E+00  2.070E-03 
1.299E+04   4.453E+00  2.070E-03 
1.299E+04   4.453E+00  2.070E-03 
1.299E+04   4.453E+00  2.070E-03 
1.299E+04   4.452E+00  2.070E-03 
1.299E+04   4.452E+00  2.070E-03 
1.299E+04   4.452E+00  2.070E-03 
1.299E+04   4.452E+00  2.069E-03 
1.299E+04   4.452E+00  2.069E-03 
1.299E+04   4.451E+00  2.069E-03 
1.299E+04   4.451E+00  2.069E-03 
1.299E+04   4.451E+00  2.069E-03 
1.299E+04   4.451E+00  2.069E-03 
1.300E+04   4.451E+00  2.069E-03 
1.300E+04   4.451E+00  2.069E-03 
1.300E+04   4.450E+00  2.069E-03 
1.300E+04   4.450E+00  2.069E-03 
1.300E+04   4.450E+00  2.069E-03 
1.300E+04   4.450E+00  2.068E-03 
1.300E+04   4.450E+00  2.068E-03 
1.300E+04   4.450E+00  2.068E-03 
1.300E+04   4.449E+00  2.068E-03 
1.300E+04   4.449E+00  2.068E-03 
1.300E+04   4.449E+00  2.068E-03 
1.300E+04   4.449E+00  2.068E-03 
1.300E+04   4.449E+00  2.068E-03 
1.300E+04   4.448E+00  2.068E-03 
1.300E+04   4.448E+00  2.068E-03 
1.300E+04   4.448E+00  2.067E-03 
1.301E+04   4.448E+00  2.067E-03 
1.301E+04   4.448E+00  2.067E-03 
1.301E+04   4.448E+00  2.067E-03 
1.301E+04   4.447E+00  2.067E-03 
1.301E+04   4.447E+00  2.067E-03 
1.301E+04   4.447E+00  2.067E-03 
1.301E+04   4.447E+00  2.067E-03 
1.301E+04   4.447E+00  2.067E-03 
1.301E+04   4.446E+00  2.067E-03 
1.301E+04   4.446E+00  2.067E-03 
1.301E+04   4.446E+00  2.066E-03 
1.301E+04   4.446E+00  2.066E-03 
1.301E+04   4.446E+00  2.066E-03 
1.301E+04   4.446E+00  2.066E-03 
1.301E+04   4.445E+00  2.066E-03 
1.302E+04   4.445E+00  2.066E-03 
1.302E+04   4.445E+00  2.066E-03 
1.302E+04   4.445E+00  2.066E-03 
1.302E+04   4.445E+00  2.066E-03 
1.302E+04   4.445E+00  2.066E-03 
1.302E+04   4.444E+00  2.066E-03 
1.302E+04   4.444E+00  2.065E-03 
1.302E+04   4.444E+00  2.065E-03 
1.302E+04   4.444E+00  2.065E-03 
1.302E+04   4.444E+00  2.065E-03 
1.302E+04   4.443E+00  2.065E-03 
1.302E+04   4.443E+00  2.065E-03 
1.302E+04   4.443E+00  2.065E-03 
1.302E+04   4.443E+00  2.065E-03 
1.302E+04   4.443E+00  2.065E-03 
1.303E+04   4.443E+00  2.065E-03 
1.303E+04   4.442E+00  2.065E-03 
1.303E+04   4.442E+00  2.064E-03 
1.303E+04   4.442E+00  2.064E-03 
1.303E+04   4.442E+00  2.064E-03 
1.303E+04   4.442E+00  2.064E-03 
1.303E+04   4.442E+00  2.064E-03 
1.303E+04   4.441E+00  2.064E-03 
1.303E+04   4.441E+00  2.064E-03 
1.303E+04   4.441E+00  2.064E-03 
1.303E+04   4.441E+00  2.064E-03 
1.303E+04   4.441E+00  2.064E-03 
1.303E+04   4.440E+00  2.063E-03 
1.303E+04   4.440E+00  2.063E-03 
1.303E+04   4.440E+00  2.063E-03 
1.304E+04   4.440E+00  2.063E-03 
1.304E+04   4.440E+00  2.063E-03 
1.304E+04   4.440E+00  2.063E-03 
1.304E+04   4.439E+00  2.063E-03 
1.304E+04   4.439E+00  2.063E-03 
1.304E+04   4.439E+00  2.063E-03 
1.304E+04   4.439E+00  2.063E-03 
1.304E+04   4.439E+00  2.063E-03 
1.304E+04   4.439E+00  2.062E-03 
1.304E+04   4.438E+00  2.062E-03 
1.304E+04   4.438E+00  2.062E-03 
1.304E+04   4.438E+00  2.062E-03 
1.304E+04   4.438E+00  2.062E-03 
1.304E+04   4.438E+00  2.062E-03 
1.304E+04   4.437E+00  2.062E-03 
1.304E+04   4.437E+00  2.062E-03 
1.305E+04   4.437E+00  2.062E-03 
1.305E+04   4.437E+00  2.062E-03 
1.305E+04   4.437E+00  2.062E-03 
1.305E+04   4.437E+00  2.061E-03 
1.305E+04   4.436E+00  2.061E-03 
1.305E+04   4.436E+00  2.061E-03 
1.305E+04   4.436E+00  2.061E-03 
1.305E+04   4.436E+00  2.061E-03 
1.305E+04   4.436E+00  2.061E-03 
1.305E+04   4.435E+00  2.061E-03 
1.305E+04   4.435E+00  2.061E-03 
1.305E+04   4.435E+00  2.061E-03 
1.305E+04   4.435E+00  2.061E-03 
1.305E+04   4.435E+00  2.061E-03 
1.305E+04   4.435E+00  2.060E-03 
1.306E+04   4.434E+00  2.060E-03 
1.306E+04   4.434E+00  2.060E-03 
1.306E+04   4.434E+00  2.060E-03 
1.306E+04   4.434E+00  2.060E-03 
1.306E+04   4.434E+00  2.060E-03 
1.306E+04   4.434E+00  2.060E-03 
1.306E+04   4.433E+00  2.060E-03 
1.306E+04   4.433E+00  2.060E-03 
1.306E+04   4.433E+00  2.060E-03 
1.306E+04   4.433E+00  2.059E-03 
1.306E+04   4.433E+00  2.059E-03 
1.306E+04   4.432E+00  2.059E-03 
1.306E+04   4.432E+00  2.059E-03 
1.306E+04   4.432E+00  2.059E-03 
1.306E+04   4.432E+00  2.059E-03 
1.307E+04   4.432E+00  2.059E-03 
1.307E+04   4.432E+00  2.059E-03 
1.307E+04   4.431E+00  2.059E-03 
1.307E+04   4.431E+00  2.059E-03 
1.307E+04   4.431E+00  2.059E-03 
1.307E+04   4.431E+00  2.058E-03 
1.307E+04   4.431E+00  2.058E-03 
1.307E+04   4.431E+00  2.058E-03 
1.307E+04   4.430E+00  2.058E-03 
1.307E+04   4.430E+00  2.058E-03 
1.307E+04   4.430E+00  2.058E-03 
1.307E+04   4.430E+00  2.058E-03 
1.307E+04   4.430E+00  2.058E-03 
1.307E+04   4.429E+00  2.058E-03 
1.307E+04   4.429E+00  2.058E-03 
1.308E+04   4.429E+00  2.058E-03 
1.308E+04   4.429E+00  2.057E-03 
1.308E+04   4.429E+00  2.057E-03 
1.308E+04   4.429E+00  2.057E-03 
1.308E+04   4.428E+00  2.057E-03 
1.308E+04   4.428E+00  2.057E-03 
1.308E+04   4.428E+00  2.057E-03 
1.308E+04   4.428E+00  2.057E-03 
1.308E+04   4.428E+00  2.057E-03 
1.308E+04   4.428E+00  2.057E-03 
1.308E+04   4.427E+00  2.057E-03 
1.308E+04   4.427E+00  2.057E-03 
1.308E+04   4.427E+00  2.056E-03 
1.308E+04   4.427E+00  2.056E-03 
1.308E+04   4.427E+00  2.056E-03 
1.308E+04   4.426E+00  2.056E-03 
1.309E+04   4.426E+00  2.056E-03 
1.309E+04   4.426E+00  2.056E-03 
1.309E+04   4.426E+00  2.056E-03 
1.309E+04   4.426E+00  2.056E-03 
1.309E+04   4.426E+00  2.056E-03 
1.309E+04   4.425E+00  2.056E-03 
1.309E+04   4.425E+00  2.056E-03 
1.309E+04   4.425E+00  2.055E-03 
1.309E+04   4.425E+00  2.055E-03 
1.309E+04   4.425E+00  2.055E-03 
1.309E+04   4.425E+00  2.055E-03 
1.309E+04   4.424E+00  2.055E-03 
1.309E+04   4.424E+00  2.055E-03 
1.309E+04   4.424E+00  2.055E-03 
1.309E+04   4.424E+00  2.055E-03 
1.310E+04   4.424E+00  2.055E-03 
1.310E+04   4.424E+00  2.055E-03 
1.310E+04   4.423E+00  2.054E-03 
1.310E+04   4.423E+00  2.054E-03 
1.310E+04   4.423E+00  2.054E-03 
1.310E+04   4.423E+00  2.054E-03 
1.310E+04   4.423E+00  2.054E-03 
1.310E+04   4.422E+00  2.054E-03 
1.310E+04   4.422E+00  2.054E-03 
1.310E+04   4.422E+00  2.054E-03 
1.310E+04   4.422E+00  2.054E-03 
1.310E+04   4.422E+00  2.054E-03 
1.310E+04   4.422E+00  2.054E-03 
1.310E+04   4.421E+00  2.053E-03 
1.310E+04   4.421E+00  2.053E-03 
1.311E+04   4.421E+00  2.053E-03 
1.311E+04   4.421E+00  2.053E-03 
1.311E+04   4.421E+00  2.053E-03 
1.311E+04   4.421E+00  2.053E-03 
